Time, Ecoregion, Species, TempMult, MinJanTempMult, SoilMoistureMult, OtherAdjustMult, ProbEst
44, MN500, salix,0.78,1.00,1.00,0.40,0.31
44, MN500, thujocci,0.49,1.00,1.00,0.40,0.20
44, MN500, tiliamer,0.89,1.00,1.00,0.40,0.35
44, MN500, ulmuamer,0.46,1.00,1.00,0.40,0.19
44, MN500, ulmurubr,0.46,1.00,1.00,0.40,0.19
44, MN504, abiebals,0.35,1.00,0.00,0.40,0.00
44, MN504, acernegu,0.59,1.00,0.00,0.40,0.00
44, MN504, acerrubr,0.59,1.00,0.00,0.40,0.00
44, MN504, acersacc,1.00,1.00,0.00,0.40,0.00
44, MN504, acerspic,0.59,1.00,0.00,0.40,0.00
44, MN504, betualle,0.66,1.00,0.00,0.40,0.00
44, MN504, betupapy,0.00,1.00,0.00,0.40,0.00
44, MN504, celtis,0.59,1.00,0.00,0.40,0.00
44, MN504, fraxamer,0.58,1.00,0.00,0.40,0.00
44, MN504, fraxnigr,0.16,1.00,0.00,0.40,0.00
44, MN504, fraxpenn,0.77,1.00,0.00,0.40,0.00
44, MN504, larilari,0.61,1.00,0.00,0.40,0.00
44, MN504, ostrvirg,0.68,1.00,0.00,0.40,0.00
44, MN504, piceglau,0.00,1.00,0.00,0.40,0.00
44, MN504, picemari,0.00,1.00,0.00,0.40,0.00
44, MN504, pinubank,0.02,1.00,0.23,0.40,0.01
44, MN504, pinuresi,0.00,1.00,0.00,0.40,0.00
44, MN504, pinustro,0.99,1.00,0.00,0.40,0.00
44, MN504, popubals,0.50,1.00,0.00,0.40,0.00
44, MN504, popudelt,0.50,1.00,0.00,0.40,0.00
44, MN504, popugran,0.99,1.00,0.00,0.40,0.00
44, MN504, poputrem,0.50,1.00,0.00,0.40,0.00
44, MN504, prunpens,0.51,1.00,0.00,0.40,0.00
44, MN504, prunsero,0.67,1.00,0.00,0.40,0.00
44, MN504, prunvirg,0.67,1.00,0.00,0.40,0.00
44, MN504, queralba,0.71,1.00,0.00,0.40,0.00
44, MN504, querelli,0.37,1.00,0.00,0.40,0.00
44, MN504, quermacr,0.83,1.00,0.00,0.40,0.00
44, MN504, querrubr,0.87,1.00,0.00,0.40,0.00
44, MN504, salix,0.50,1.00,0.00,0.40,0.00
44, MN504, thujocci,0.00,1.00,0.00,0.40,0.00
44, MN504, tiliamer,1.00,1.00,0.00,0.40,0.00
44, MN504, ulmuamer,0.58,1.00,0.00,0.40,0.00
44, MN504, ulmurubr,0.58,1.00,0.00,0.40,0.00
45, MN101, abiebals,0.83,1.00,0.00,0.40,0.00
45, MN101, acernegu,0.39,1.00,0.00,0.40,0.00
45, MN101, acerrubr,0.39,1.00,0.00,0.40,0.00
45, MN101, acersacc,0.89,1.00,0.00,0.40,0.00
45, MN101, acerspic,0.39,1.00,0.00,0.40,0.00
45, MN101, betualle,1.00,1.00,0.00,0.40,0.00
45, MN101, betupapy,0.43,1.00,0.00,0.40,0.00
45, MN101, celtis,0.39,1.00,0.00,0.40,0.00
45, MN101, fraxamer,0.35,0.00,0.00,0.40,0.00
45, MN101, fraxnigr,0.88,1.00,0.00,0.40,0.00
45, MN101, fraxpenn,0.59,1.00,0.00,0.40,0.00
45, MN101, larilari,0.90,1.00,0.00,0.40,0.00
45, MN101, ostrvirg,0.46,1.00,0.00,0.40,0.00
45, MN101, piceglau,0.15,1.00,0.00,0.40,0.00
45, MN101, picemari,0.15,1.00,0.00,0.40,0.00
45, MN101, pinubank,0.78,1.00,0.32,0.40,0.13
45, MN101, pinuresi,0.64,1.00,0.21,0.40,0.08
45, MN101, pinustro,0.92,1.00,0.09,0.40,0.04
45, MN101, popubals,0.89,1.00,0.00,0.40,0.00
45, MN101, popudelt,0.89,1.00,0.00,0.40,0.00
45, MN101, popugran,0.92,1.00,0.00,0.40,0.00
45, MN101, poputrem,0.92,1.00,0.00,0.40,0.00
45, MN101, prunpens,0.89,1.00,0.00,0.40,0.00
45, MN101, prunsero,0.47,1.00,0.00,0.40,0.00
45, MN101, prunvirg,0.47,1.00,0.00,0.40,0.00
45, MN101, queralba,0.51,0.00,0.00,0.40,0.00
45, MN101, querelli,0.00,0.00,0.16,0.40,0.00
45, MN101, quermacr,0.65,1.00,0.21,0.40,0.08
45, MN101, querrubr,0.68,1.00,0.00,0.40,0.00
45, MN101, salix,0.89,1.00,0.00,0.40,0.00
45, MN101, thujocci,0.76,1.00,0.00,0.40,0.00
45, MN101, tiliamer,0.76,1.00,0.00,0.40,0.00
45, MN101, ulmuamer,0.40,1.00,0.00,0.40,0.00
45, MN101, ulmurubr,0.40,1.00,0.00,0.40,0.00
45, MN102, abiebals,0.83,1.00,0.00,0.40,0.00
45, MN102, acernegu,0.39,1.00,0.00,0.40,0.00
45, MN102, acerrubr,0.39,1.00,0.00,0.40,0.00
45, MN102, acersacc,0.89,1.00,0.00,0.40,0.00
45, MN102, acerspic,0.39,1.00,0.00,0.40,0.00
45, MN102, betualle,1.00,1.00,0.00,0.40,0.00
45, MN102, betupapy,0.43,1.00,0.00,0.40,0.00
45, MN102, celtis,0.39,1.00,0.00,0.40,0.00
45, MN102, fraxamer,0.35,0.00,0.00,0.40,0.00
45, MN102, fraxnigr,0.88,1.00,0.00,0.40,0.00
45, MN102, fraxpenn,0.59,1.00,0.00,0.40,0.00
45, MN102, larilari,0.90,1.00,0.00,0.40,0.00
45, MN102, ostrvirg,0.46,1.00,0.00,0.40,0.00
45, MN102, piceglau,0.15,1.00,0.00,0.40,0.00
45, MN102, picemari,0.15,1.00,0.00,0.40,0.00
45, MN102, pinubank,0.78,1.00,0.38,0.40,0.15
45, MN102, pinuresi,0.64,1.00,0.29,0.40,0.12
45, MN102, pinustro,0.92,1.00,0.23,0.40,0.09
45, MN102, popubals,0.89,1.00,0.00,0.40,0.00
45, MN102, popudelt,0.89,1.00,0.00,0.40,0.00
45, MN102, popugran,0.92,1.00,0.00,0.40,0.00
45, MN102, poputrem,0.92,1.00,0.00,0.40,0.00
45, MN102, prunpens,0.89,1.00,0.00,0.40,0.00
45, MN102, prunsero,0.47,1.00,0.00,0.40,0.00
45, MN102, prunvirg,0.47,1.00,0.00,0.40,0.00
45, MN102, queralba,0.51,0.00,0.00,0.40,0.00
45, MN102, querelli,0.00,0.00,0.26,0.40,0.00
45, MN102, quermacr,0.65,1.00,0.29,0.40,0.12
45, MN102, querrubr,0.68,1.00,0.00,0.40,0.00
45, MN102, salix,0.89,1.00,0.00,0.40,0.00
45, MN102, thujocci,0.76,1.00,0.00,0.40,0.00
45, MN102, tiliamer,0.76,1.00,0.00,0.40,0.00
45, MN102, ulmuamer,0.40,1.00,0.00,0.40,0.00
45, MN102, ulmurubr,0.40,1.00,0.00,0.40,0.00
45, MN103, abiebals,1.00,1.00,1.00,0.40,0.40
45, MN103, acernegu,0.13,1.00,1.00,0.40,0.05
45, MN103, acerrubr,0.13,1.00,1.00,0.40,0.05
45, MN103, acersacc,0.42,1.00,1.00,0.40,0.17
45, MN103, acerspic,0.13,1.00,1.00,0.40,0.05
45, MN103, betualle,0.74,1.00,1.00,0.40,0.30
45, MN103, betupapy,0.94,1.00,1.00,0.40,0.38
45, MN103, celtis,0.13,1.00,1.00,0.40,0.05
45, MN103, fraxamer,0.04,0.00,1.00,0.40,0.00
45, MN103, fraxnigr,0.91,1.00,1.00,0.40,0.36
45, MN103, fraxpenn,0.32,1.00,1.00,0.40,0.13
45, MN103, larilari,1.00,1.00,1.00,0.40,0.40
45, MN103, ostrvirg,0.15,1.00,1.00,0.40,0.06
45, MN103, piceglau,0.82,1.00,1.00,0.40,0.33
45, MN103, picemari,0.81,1.00,1.00,0.40,0.32
45, MN103, pinubank,0.99,1.00,1.00,0.40,0.39
45, MN103, pinuresi,0.93,1.00,1.00,0.40,0.37
45, MN103, pinustro,0.55,1.00,1.00,0.40,0.22
45, MN103, popubals,0.99,1.00,1.00,0.40,0.40
45, MN103, popudelt,0.99,1.00,1.00,0.40,0.40
45, MN103, popugran,0.55,1.00,1.00,0.40,0.22
45, MN103, poputrem,0.97,1.00,1.00,0.40,0.39
45, MN103, prunpens,0.99,1.00,1.00,0.40,0.40
45, MN103, prunsero,0.19,1.00,1.00,0.40,0.08
45, MN103, prunvirg,0.19,1.00,1.00,0.40,0.08
45, MN103, queralba,0.21,1.00,1.00,0.40,0.08
45, MN103, querelli,0.00,1.00,1.00,0.40,0.00
45, MN103, quermacr,0.38,1.00,1.00,0.40,0.15
45, MN103, querrubr,0.36,1.00,1.00,0.40,0.14
45, MN103, salix,0.99,1.00,1.00,0.40,0.40
45, MN103, thujocci,0.95,1.00,1.00,0.40,0.38
45, MN103, tiliamer,0.10,1.00,1.00,0.40,0.04
45, MN103, ulmuamer,0.16,1.00,1.00,0.40,0.06
45, MN103, ulmurubr,0.16,1.00,1.00,0.40,0.06
45, MN104, abiebals,0.83,1.00,0.00,0.40,0.00
45, MN104, acernegu,0.39,1.00,0.00,0.40,0.00
45, MN104, acerrubr,0.39,1.00,0.00,0.40,0.00
45, MN104, acersacc,0.89,1.00,0.00,0.40,0.00
45, MN104, acerspic,0.39,1.00,0.00,0.40,0.00
45, MN104, betualle,1.00,1.00,0.00,0.40,0.00
45, MN104, betupapy,0.43,1.00,0.36,0.40,0.14
45, MN104, celtis,0.39,1.00,0.00,0.40,0.00
45, MN104, fraxamer,0.35,0.00,0.36,0.40,0.00
45, MN104, fraxnigr,0.88,1.00,0.00,0.40,0.00
45, MN104, fraxpenn,0.59,1.00,0.00,0.40,0.00
45, MN104, larilari,0.90,1.00,0.30,0.40,0.12
45, MN104, ostrvirg,0.46,1.00,0.36,0.40,0.14
45, MN104, piceglau,0.15,1.00,0.12,0.40,0.05
45, MN104, picemari,0.15,1.00,0.31,0.40,0.06
45, MN104, pinubank,0.78,1.00,0.64,0.40,0.26
45, MN104, pinuresi,0.64,1.00,0.61,0.40,0.24
45, MN104, pinustro,0.92,1.00,0.59,0.40,0.23
45, MN104, popubals,0.89,1.00,0.30,0.40,0.12
45, MN104, popudelt,0.89,1.00,0.00,0.40,0.00
45, MN104, popugran,0.92,1.00,0.41,0.40,0.16
45, MN104, poputrem,0.92,1.00,0.30,0.40,0.12
45, MN104, prunpens,0.89,1.00,0.00,0.40,0.00
45, MN104, prunsero,0.47,1.00,0.43,0.40,0.17
45, MN104, prunvirg,0.47,1.00,0.43,0.40,0.17
45, MN104, queralba,0.51,0.00,0.55,0.40,0.00
45, MN104, querelli,0.00,0.00,0.60,0.40,0.00
45, MN104, quermacr,0.65,1.00,0.61,0.40,0.24
45, MN104, querrubr,0.68,1.00,0.00,0.40,0.00
45, MN104, salix,0.89,1.00,0.30,0.40,0.12
45, MN104, thujocci,0.76,1.00,0.48,0.40,0.19
45, MN104, tiliamer,0.76,1.00,0.00,0.40,0.00
45, MN104, ulmuamer,0.40,1.00,0.28,0.40,0.11
45, MN104, ulmurubr,0.40,1.00,0.28,0.40,0.11
45, MN200, abiebals,0.59,1.00,0.16,0.40,0.06
45, MN200, acernegu,0.51,1.00,0.55,0.40,0.20
45, MN200, acerrubr,0.51,1.00,0.55,0.40,0.20
45, MN200, acersacc,0.99,1.00,0.00,0.40,0.00
45, MN200, acerspic,0.51,1.00,0.55,0.40,0.20
45, MN200, betualle,0.86,1.00,0.33,0.40,0.13
45, MN200, betupapy,0.00,1.00,0.65,0.40,0.00
45, MN200, celtis,0.51,1.00,0.55,0.40,0.20
45, MN200, fraxamer,0.49,0.00,0.65,0.40,0.00
45, MN200, fraxnigr,0.53,1.00,0.00,0.40,0.00
45, MN200, fraxpenn,0.70,1.00,0.00,0.40,0.00
45, MN200, larilari,0.75,1.00,0.63,0.40,0.25
45, MN200, ostrvirg,0.60,1.00,0.65,0.40,0.24
45, MN200, piceglau,0.00,1.00,0.59,0.40,0.00
45, MN200, picemari,0.00,1.00,0.64,0.40,0.00
45, MN200, pinubank,0.40,1.00,0.78,0.40,0.16
45, MN200, pinuresi,0.00,1.00,0.76,0.40,0.00
45, MN200, pinustro,1.00,1.00,0.75,0.40,0.30
45, MN200, popubals,0.69,1.00,0.63,0.40,0.25
45, MN200, popudelt,0.69,1.00,0.58,0.40,0.23
45, MN200, popugran,0.99,1.00,0.67,0.40,0.27
45, MN200, poputrem,0.71,1.00,0.63,0.40,0.25
45, MN200, prunpens,0.70,1.00,0.29,0.40,0.12
45, MN200, prunsero,0.59,1.00,0.68,0.40,0.24
45, MN200, prunvirg,0.59,1.00,0.68,0.40,0.24
45, MN200, queralba,0.64,0.00,0.74,0.40,0.00
45, MN200, querelli,0.77,0.00,0.76,0.40,0.00
45, MN200, quermacr,0.76,1.00,0.76,0.40,0.30
45, MN200, querrubr,0.80,1.00,0.45,0.40,0.18
45, MN200, salix,0.69,1.00,0.63,0.40,0.25
45, MN200, thujocci,0.25,1.00,0.70,0.40,0.10
45, MN200, tiliamer,0.94,1.00,0.44,0.40,0.18
45, MN200, ulmuamer,0.51,1.00,0.63,0.40,0.20
45, MN200, ulmurubr,0.51,1.00,0.63,0.40,0.20
45, MN201, abiebals,1.00,1.00,1.00,0.40,0.40
45, MN201, acernegu,0.18,1.00,1.00,0.40,0.07
45, MN201, acerrubr,0.18,1.00,1.00,0.40,0.07
45, MN201, acersacc,0.53,1.00,1.00,0.40,0.21
45, MN201, acerspic,0.18,1.00,1.00,0.40,0.07
45, MN201, betualle,0.84,1.00,1.00,0.40,0.34
45, MN201, betupapy,0.89,1.00,1.00,0.40,0.36
45, MN201, celtis,0.18,1.00,1.00,0.40,0.07
45, MN201, fraxamer,0.10,0.00,1.00,0.40,0.00
45, MN201, fraxnigr,0.97,1.00,1.00,0.40,0.39
45, MN201, fraxpenn,0.38,1.00,1.00,0.40,0.15
45, MN201, larilari,1.00,1.00,1.00,0.40,0.40
45, MN201, ostrvirg,0.21,1.00,1.00,0.40,0.08
45, MN201, piceglau,0.73,1.00,1.00,0.40,0.29
45, MN201, picemari,0.72,1.00,1.00,0.40,0.29
45, MN201, pinubank,1.00,1.00,1.00,0.40,0.40
45, MN201, pinuresi,0.99,1.00,1.00,0.40,0.40
45, MN201, pinustro,0.65,1.00,1.00,0.40,0.26
45, MN201, popubals,1.00,1.00,1.00,0.40,0.40
45, MN201, popudelt,1.00,1.00,1.00,0.40,0.40
45, MN201, popugran,0.64,1.00,1.00,0.40,0.26
45, MN201, poputrem,0.99,1.00,1.00,0.40,0.40
45, MN201, prunpens,1.00,1.00,1.00,0.40,0.40
45, MN201, prunsero,0.25,1.00,1.00,0.40,0.10
45, MN201, prunvirg,0.25,1.00,1.00,0.40,0.10
45, MN201, queralba,0.27,0.00,1.00,0.40,0.00
45, MN201, querelli,0.00,1.00,1.00,0.40,0.00
45, MN201, quermacr,0.44,1.00,1.00,0.40,0.17
45, MN201, querrubr,0.42,1.00,1.00,0.40,0.17
45, MN201, salix,1.00,1.00,1.00,0.40,0.40
45, MN201, thujocci,0.99,1.00,1.00,0.40,0.40
45, MN201, tiliamer,0.25,1.00,1.00,0.40,0.10
45, MN201, ulmuamer,0.21,1.00,1.00,0.40,0.08
45, MN201, ulmurubr,0.21,1.00,1.00,0.40,0.08
45, MN202, abiebals,1.00,1.00,1.00,0.40,0.40
45, MN202, acernegu,0.18,1.00,1.00,0.40,0.07
45, MN202, acerrubr,0.18,1.00,1.00,0.40,0.07
45, MN202, acersacc,0.53,1.00,1.00,0.40,0.21
45, MN202, acerspic,0.18,1.00,1.00,0.40,0.07
45, MN202, betualle,0.84,1.00,1.00,0.40,0.34
45, MN202, betupapy,0.89,1.00,1.00,0.40,0.36
45, MN202, celtis,0.18,1.00,1.00,0.40,0.07
45, MN202, fraxamer,0.10,0.00,1.00,0.40,0.00
45, MN202, fraxnigr,0.97,1.00,1.00,0.40,0.39
45, MN202, fraxpenn,0.38,1.00,1.00,0.40,0.15
45, MN202, larilari,1.00,1.00,1.00,0.40,0.40
45, MN202, ostrvirg,0.21,1.00,1.00,0.40,0.08
45, MN202, piceglau,0.73,1.00,1.00,0.40,0.29
45, MN202, picemari,0.72,1.00,1.00,0.40,0.29
45, MN202, pinubank,1.00,1.00,1.00,0.40,0.40
45, MN202, pinuresi,0.99,1.00,1.00,0.40,0.40
45, MN202, pinustro,0.65,1.00,1.00,0.40,0.26
45, MN202, popubals,1.00,1.00,1.00,0.40,0.40
45, MN202, popudelt,1.00,1.00,1.00,0.40,0.40
45, MN202, popugran,0.64,1.00,1.00,0.40,0.26
45, MN202, poputrem,0.99,1.00,1.00,0.40,0.40
45, MN202, prunpens,1.00,1.00,1.00,0.40,0.40
45, MN202, prunsero,0.25,1.00,1.00,0.40,0.10
45, MN202, prunvirg,0.25,1.00,1.00,0.40,0.10
45, MN202, queralba,0.27,0.00,1.00,0.40,0.00
45, MN202, querelli,0.00,1.00,1.00,0.40,0.00
45, MN202, quermacr,0.44,1.00,1.00,0.40,0.17
45, MN202, querrubr,0.42,1.00,1.00,0.40,0.17
45, MN202, salix,1.00,1.00,1.00,0.40,0.40
45, MN202, thujocci,0.99,1.00,1.00,0.40,0.40
45, MN202, tiliamer,0.25,1.00,1.00,0.40,0.10
45, MN202, ulmuamer,0.21,1.00,1.00,0.40,0.08
45, MN202, ulmurubr,0.21,1.00,1.00,0.40,0.08
45, MN203, abiebals,0.85,1.00,1.00,0.40,0.34
45, MN203, acernegu,0.38,1.00,1.00,0.40,0.15
45, MN203, acerrubr,0.38,1.00,1.00,0.40,0.15
45, MN203, acersacc,0.88,1.00,1.00,0.40,0.35
45, MN203, acerspic,0.38,1.00,1.00,0.40,0.15
45, MN203, betualle,1.00,1.00,1.00,0.40,0.40
45, MN203, betupapy,0.46,1.00,1.00,0.40,0.18
45, MN203, celtis,0.38,1.00,1.00,0.40,0.15
45, MN203, fraxamer,0.34,1.00,1.00,0.40,0.14
45, MN203, fraxnigr,0.90,1.00,1.00,0.40,0.36
45, MN203, fraxpenn,0.58,1.00,1.00,0.40,0.23
45, MN203, larilari,0.91,1.00,1.00,0.40,0.36
45, MN203, ostrvirg,0.45,1.00,1.00,0.40,0.18
45, MN203, piceglau,0.19,1.00,1.00,0.40,0.08
45, MN203, picemari,0.19,1.00,1.00,0.40,0.07
45, MN203, pinubank,0.80,1.00,1.00,0.40,0.32
45, MN203, pinuresi,0.68,1.00,1.00,0.40,0.27
45, MN203, pinustro,0.91,1.00,1.00,0.40,0.37
45, MN203, popubals,0.90,1.00,1.00,0.40,0.36
45, MN203, popudelt,0.90,1.00,1.00,0.40,0.36
45, MN203, popugran,0.91,1.00,1.00,0.40,0.37
45, MN203, poputrem,0.93,1.00,1.00,0.40,0.37
45, MN203, prunpens,0.90,1.00,1.00,0.40,0.36
45, MN203, prunsero,0.46,1.00,1.00,0.40,0.18
45, MN203, prunvirg,0.46,1.00,1.00,0.40,0.18
45, MN203, queralba,0.50,1.00,1.00,0.40,0.20
45, MN203, querelli,0.00,1.00,1.00,0.40,0.00
45, MN203, quermacr,0.64,1.00,1.00,0.40,0.26
45, MN203, querrubr,0.66,1.00,1.00,0.40,0.27
45, MN203, salix,0.90,1.00,1.00,0.40,0.36
45, MN203, thujocci,0.79,1.00,1.00,0.40,0.32
45, MN203, tiliamer,0.75,1.00,1.00,0.40,0.30
45, MN203, ulmuamer,0.39,1.00,1.00,0.40,0.16
45, MN203, ulmurubr,0.39,1.00,1.00,0.40,0.16
45, MN204, abiebals,0.66,1.00,0.00,0.40,0.00
45, MN204, acernegu,0.48,1.00,0.38,0.40,0.15
45, MN204, acerrubr,0.48,1.00,0.38,0.40,0.15
45, MN204, acersacc,0.97,1.00,0.00,0.40,0.00
45, MN204, acerspic,0.48,1.00,0.38,0.40,0.15
45, MN204, betualle,0.91,1.00,0.00,0.40,0.00
45, MN204, betupapy,0.07,1.00,0.55,0.40,0.03
45, MN204, celtis,0.48,1.00,0.38,0.40,0.15
45, MN204, fraxamer,0.46,1.00,0.55,0.40,0.18
45, MN204, fraxnigr,0.64,1.00,0.00,0.40,0.00
45, MN204, fraxpenn,0.68,1.00,0.00,0.40,0.00
45, MN204, larilari,0.80,1.00,0.51,0.40,0.21
45, MN204, ostrvirg,0.57,1.00,0.55,0.40,0.22
45, MN204, piceglau,0.00,1.00,0.45,0.40,0.00
45, MN204, picemari,0.00,1.00,0.52,0.40,0.00
45, MN204, pinubank,0.51,1.00,0.72,0.40,0.20
45, MN204, pinuresi,0.11,1.00,0.70,0.40,0.04
45, MN204, pinustro,0.99,1.00,0.69,0.40,0.27
45, MN204, popubals,0.75,1.00,0.51,0.40,0.21
45, MN204, popudelt,0.75,1.00,0.43,0.40,0.17
45, MN204, popugran,0.99,1.00,0.58,0.40,0.23
45, MN204, poputrem,0.78,1.00,0.51,0.40,0.21
45, MN204, prunpens,0.76,1.00,0.00,0.40,0.00
45, MN204, prunsero,0.56,1.00,0.59,0.40,0.22
45, MN204, prunvirg,0.56,1.00,0.59,0.40,0.22
45, MN204, queralba,0.61,1.00,0.66,0.40,0.24
45, MN204, querelli,0.13,1.00,0.69,0.40,0.05
45, MN204, quermacr,0.74,1.00,0.70,0.40,0.28
45, MN204, querrubr,0.77,1.00,0.17,0.40,0.07
45, MN204, salix,0.75,1.00,0.51,0.40,0.21
45, MN204, thujocci,0.40,1.00,0.61,0.40,0.16
45, MN204, tiliamer,0.91,1.00,0.13,0.40,0.05
45, MN204, ulmuamer,0.48,1.00,0.51,0.40,0.19
45, MN204, ulmurubr,0.48,1.00,0.51,0.40,0.19
45, MN300, abiebals,0.63,1.00,1.00,0.40,0.25
45, MN300, acernegu,0.49,1.00,1.00,0.40,0.20
45, MN300, acerrubr,0.49,1.00,1.00,0.40,0.20
45, MN300, acersacc,0.98,1.00,1.00,0.40,0.39
45, MN300, acerspic,0.49,1.00,1.00,0.40,0.20
45, MN300, betualle,0.90,1.00,1.00,0.40,0.36
45, MN300, betupapy,0.03,1.00,1.00,0.40,0.01
45, MN300, celtis,0.49,1.00,1.00,0.40,0.20
45, MN300, fraxamer,0.47,0.00,1.00,0.40,0.00
45, MN300, fraxnigr,0.61,1.00,1.00,0.40,0.24
45, MN300, fraxpenn,0.69,1.00,1.00,0.40,0.27
45, MN300, larilari,0.78,1.00,1.00,0.40,0.31
45, MN300, ostrvirg,0.58,1.00,1.00,0.40,0.23
45, MN300, piceglau,0.00,1.00,1.00,0.40,0.00
45, MN300, picemari,0.00,1.00,1.00,0.40,0.00
45, MN300, pinubank,0.47,1.00,1.00,0.40,0.19
45, MN300, pinuresi,0.04,1.00,1.00,0.40,0.02
45, MN300, pinustro,0.99,1.00,1.00,0.40,0.40
45, MN300, popubals,0.73,1.00,1.00,0.40,0.29
45, MN300, popudelt,0.73,1.00,1.00,0.40,0.29
45, MN300, popugran,0.99,1.00,1.00,0.40,0.40
45, MN300, poputrem,0.76,1.00,1.00,0.40,0.30
45, MN300, prunpens,0.74,1.00,1.00,0.40,0.30
45, MN300, prunsero,0.57,1.00,1.00,0.40,0.23
45, MN300, prunvirg,0.57,1.00,1.00,0.40,0.23
45, MN300, queralba,0.62,0.00,1.00,0.40,0.00
45, MN300, querelli,0.40,1.00,1.00,0.40,0.16
45, MN300, quermacr,0.74,1.00,1.00,0.40,0.30
45, MN300, querrubr,0.78,1.00,1.00,0.40,0.31
45, MN300, salix,0.73,1.00,1.00,0.40,0.29
45, MN300, thujocci,0.35,1.00,1.00,0.40,0.14
45, MN300, tiliamer,0.92,1.00,1.00,0.40,0.37
45, MN300, ulmuamer,0.49,1.00,1.00,0.40,0.20
45, MN300, ulmurubr,0.49,1.00,1.00,0.40,0.20
45, MN301, abiebals,0.99,1.00,1.00,0.40,0.40
45, MN301, acernegu,0.20,1.00,1.00,0.40,0.08
45, MN301, acerrubr,0.20,1.00,1.00,0.40,0.08
45, MN301, acersacc,0.57,1.00,1.00,0.40,0.23
45, MN301, acerspic,0.20,1.00,1.00,0.40,0.08
45, MN301, betualle,0.87,1.00,1.00,0.40,0.35
45, MN301, betupapy,0.86,1.00,1.00,0.40,0.34
45, MN301, celtis,0.20,1.00,1.00,0.40,0.08
45, MN301, fraxamer,0.13,0.00,1.00,0.40,0.00
45, MN301, fraxnigr,0.98,1.00,1.00,0.40,0.39
45, MN301, fraxpenn,0.40,1.00,1.00,0.40,0.16
45, MN301, larilari,1.00,1.00,1.00,0.40,0.40
45, MN301, ostrvirg,0.24,1.00,1.00,0.40,0.09
45, MN301, piceglau,0.69,1.00,1.00,0.40,0.28
45, MN301, picemari,0.68,1.00,1.00,0.40,0.27
45, MN301, pinubank,1.00,1.00,1.00,0.40,0.40
45, MN301, pinuresi,1.00,1.00,1.00,0.40,0.40
45, MN301, pinustro,0.68,1.00,1.00,0.40,0.27
45, MN301, popubals,1.00,1.00,1.00,0.40,0.40
45, MN301, popudelt,1.00,1.00,1.00,0.40,0.40
45, MN301, popugran,0.68,1.00,1.00,0.40,0.27
45, MN301, poputrem,1.00,1.00,1.00,0.40,0.40
45, MN301, prunpens,1.00,1.00,1.00,0.40,0.40
45, MN301, prunsero,0.27,1.00,1.00,0.40,0.11
45, MN301, prunvirg,0.27,1.00,1.00,0.40,0.11
45, MN301, queralba,0.30,1.00,1.00,0.40,0.12
45, MN301, querelli,0.00,1.00,1.00,0.40,0.00
45, MN301, quermacr,0.46,1.00,1.00,0.40,0.18
45, MN301, querrubr,0.45,1.00,1.00,0.40,0.18
45, MN301, salix,1.00,1.00,1.00,0.40,0.40
45, MN301, thujocci,1.00,1.00,1.00,0.40,0.40
45, MN301, tiliamer,0.31,1.00,1.00,0.40,0.12
45, MN301, ulmuamer,0.22,1.00,1.00,0.40,0.09
45, MN301, ulmurubr,0.22,1.00,1.00,0.40,0.09
45, MN302, abiebals,0.99,1.00,1.00,0.40,0.40
45, MN302, acernegu,0.20,1.00,1.00,0.40,0.08
45, MN302, acerrubr,0.20,1.00,1.00,0.40,0.08
45, MN302, acersacc,0.57,1.00,1.00,0.40,0.23
45, MN302, acerspic,0.20,1.00,1.00,0.40,0.08
45, MN302, betualle,0.87,1.00,1.00,0.40,0.35
45, MN302, betupapy,0.86,1.00,1.00,0.40,0.34
45, MN302, celtis,0.20,1.00,1.00,0.40,0.08
45, MN302, fraxamer,0.13,0.00,1.00,0.40,0.00
45, MN302, fraxnigr,0.98,1.00,1.00,0.40,0.39
45, MN302, fraxpenn,0.40,1.00,1.00,0.40,0.16
45, MN302, larilari,1.00,1.00,1.00,0.40,0.40
45, MN302, ostrvirg,0.24,1.00,1.00,0.40,0.09
45, MN302, piceglau,0.69,1.00,1.00,0.40,0.28
45, MN302, picemari,0.68,1.00,1.00,0.40,0.27
45, MN302, pinubank,1.00,1.00,1.00,0.40,0.40
45, MN302, pinuresi,1.00,1.00,1.00,0.40,0.40
45, MN302, pinustro,0.68,1.00,1.00,0.40,0.27
45, MN302, popubals,1.00,1.00,1.00,0.40,0.40
45, MN302, popudelt,1.00,1.00,1.00,0.40,0.40
45, MN302, popugran,0.68,1.00,1.00,0.40,0.27
45, MN302, poputrem,1.00,1.00,1.00,0.40,0.40
45, MN302, prunpens,1.00,1.00,1.00,0.40,0.40
45, MN302, prunsero,0.27,1.00,1.00,0.40,0.11
45, MN302, prunvirg,0.27,1.00,1.00,0.40,0.11
45, MN302, queralba,0.30,1.00,1.00,0.40,0.12
45, MN302, querelli,0.00,1.00,1.00,0.40,0.00
45, MN302, quermacr,0.46,1.00,1.00,0.40,0.18
45, MN302, querrubr,0.45,1.00,1.00,0.40,0.18
45, MN302, salix,1.00,1.00,1.00,0.40,0.40
45, MN302, thujocci,1.00,1.00,1.00,0.40,0.40
45, MN302, tiliamer,0.31,1.00,1.00,0.40,0.12
45, MN302, ulmuamer,0.22,1.00,1.00,0.40,0.09
45, MN302, ulmurubr,0.22,1.00,1.00,0.40,0.09
